Water temperature,Dissolved oxygen,Ammonium,Nitrites,Nitrates,Orthophosphate-phosphorus,Total phosphorus,Sodium,Potassium,Calcium,Magnesium,Chlorides,Sulphates,Iron,Manganese,Zinc,Copper,Chromium,Lead,Cadmium,Mercury,Nickel,Arsenic,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),AOX,Atrazine,Cesium,Macrozoobenthos,Total coliforms,Fecal coliforms,"p,p-DDT",gamma-Hexachlorocyclohexane,Bicarbonates,Anionic active surfactants,Total extractable matter,Fecal streptococci ,PAHs,Petroleum hydrocarbons,"Benzo(g,h,i)perylene",Fluoranthene,PCB 52,PCB 153,PCB 101,Benzo(b)fluoranthene,"Indeno(1,2,3-c,d)pyrene",PCB 28,Benzo(k)fluoranthene,Benzo(a)pyrene,PCB 180,PCB 138,Silica (SiO2),alpha-Hexachlorocyclohexane,Dieldrin,"p,p-DDE",Heptachlor,Endosulfan (alpha),Endrin,Oxygen saturation,beta-Hexaxchlorocyclohexane,Aldrin,"p,p-DDD",Total hardness,Endosulfan (beta),Heptachloroepoxide,Total dissolved salts,Methoxychlor,Simazine,Alachlor,Metolachlor,Total nitrogen,Carbonates,Tetrachloromethane,Sulfides,Selenium,Barium,Total organic carbon,Cyanides,Acenaphthene,Isodrin,Acenaphthylene,Benzo(a)anthracene,Pyrene,Hexachlorobenzene,"1,2,4-Trichlorobenzene",Pentachlorobenzene,Naphthalene,Phenanthrene,"1,2,3-Trichlorobenzene",Anthracene,Chrysene,Aluminium,Dissolved organic carbon,Dissolved silicates,Organic nitrogen,Fluorene,PCB 118,Trifluralin,Inorganic nitrogen,Boron,Berilium,Chlorodinine,AGOC-3A,Methylosmoline,Total dissolved phosphorus
9,8.9,0.98,0.05,1.57,0.02,0.03,24.95,3.1,68.42,16.04,35.45,74.69,0.83,0.06,38,21,11,11,13.27,,,,2.56,11,5.11,,,,,0.06,0.01,0.02,0.008,237.92,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.3,0.65,0.04,1.66,0.01,0.02,24.41,3.3,68.42,15.09,34.03,78.05,0.76,0.05,61,37,15,10,1,,,,2.89,10,4.79,,,,,0.0045,0.01,0.04,0.01,237.9,0.18,,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6,10.7,0.58,0.03,1.39,0.04,0.07,12.5,2.5,59.63,10.67,22.01,42.1,0.85,0.07,62,60,4,10,1.8,,,,6.58,15.6,8.73,,,,1.7,0.54,0.14,0.02,0.01,158.6,,,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.7,0.24,0.06,3.6,0.1,0.19,39.6,7.2,66,19.2,68,72,0.67,0.11,29,18,8.6,7,13.27,,,,5.2,15.4,8.6,,,,2.3,35,16,0.23,0.01,189,,0.1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8,11.4,0.09,0.01,1.8,0.12,0.12,19.8,2,66.14,21.15,35.5,45.42,0.71,0.04,35,20,2.5,7,1,,,,2.27,10,6.63,,,,1.8,0.07,0.01,0.19,0.02,186.05,0.04,,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11.3,3.1,0.03,1.07,0.009,0.01,54,14.6,70.03,28.4,78.1,85.88,1.11,0.09,9,11,1.6,3,1,,,,4.91,30,9.4,,,,2.15,0.03,,0.17,0.01,174.46,0,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.3,0.13,0.02,1.4,0.02,0.04,41.2,10,66.14,42.31,63.9,115.44,0.89,0.08,14,11,1.4,6,1,,,,2.07,27,6.47,,,,2.11,0.006,,0.23,0.06,186.66,0,,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9.3,0.55,0.02,1.93,0.13,0.15,21.99,5.46,57.53,16.53,36.87,63.16,1.19,0.02,18,15,4.4,5,1,,,,1.46,17.5,9.75,,,,2.1,0.02,0.0078,0.05,0.01,192.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8.2,0.24,0.02,1.82,0.08,0.08,21.99,6.23,60.64,14.59,34.38,73.77,0.99,0.01,23,15,2.8,5,1,,,,3.71,19,9.27,,,,2,9.2,0.04,0.12,0.0066,198.25,0,,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.8,0.19,0.05,3.12,0.04,0.08,18.7,3.3,59,11.4,28.1,40.5,0.33,0.01,12,13,6,4,0,,,,1.8,,3.7,,,,1.92,0.02,0.002,0.007,0.002,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.2,1.17,0.07,5.4,0.13,0.23,62.4,6.4,62,19.2,41.5,62.1,0.19,0.005,59,12,10,18,0,,,,10.6,,7,,,,,5.4,0.28,0.008,0.02,,,,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5,8.9,0.16,0.07,3.12,0.05,0.11,15.9,3,58,12,40.4,38,0.19,0.11,54,20,6,37,0,,,,2.1,,3.7,,,,2.12,0.0045,0.01,0,0.02,,,,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.8,0.24,0.12,3,0.05,0.22,48.7,5.9,60,15.6,63.1,57,1.89,0.25,87,28,13,16,0.11,,,,5.6,,6.2,,,,,0.54,0.004,0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.8,0.24,0.07,2,0.05,0.21,98.6,9.9,66,37.2,63.1,182.2,0.22,0.01,70,29,11,30,0,,,,3.1,,6.5,,,,,1.8,0.33,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8.8,0.17,0.05,1.4,0.05,0.13,27.7,3.9,58,12,42,44,0.26,0.01,27,26,8,39,0,,,,2.4,,3.8,,,,2.12,0.13,0.006,0.01,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,8.7,0.17,0.05,1.4,0.05,0.12,25.5,3.7,57,12,41.1,44.2,0.75,0.03,37,12,14,21,0,,,,2,,3.6,,,,1.97,,,0.004,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.6,8,0.38,0.04,0.97,0.08,0.11,10.2,2.2,42.7,15.5,21.3,51.7,0.65,0.07,100,19,8,13,2.4,,,,4.1,14.5,6,,,,1.8,0.13,0.0078,0.02,0.01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.8,0.5,0.04,2.81,0.12,0.18,42,7.8,72,18.5,71,67.5,1.14,0.07,100,14,3,11,0.14,,,,5,10.4,6.4,,,,2.3,9.2,0.0045,0.04,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.8,8.7,0.16,0.03,2.37,0.06,0.08,14.2,3.1,52,19.4,21.3,40.4,0.52,0.03,100,22,8,9,0.28,,,,2.8,16,6.1,,,,1.97,9.2,0.47,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6.4,0.43,0.05,0.64,0.01,0.02,23.4,2.8,52.9,13.5,24.1,39,1.87,0.01,100,24,4,6,0.21,,,,4.8,19,7.6,,0.04,,2.06,0.95,0.009,0.01,0.01,151,0.08,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.8,0.86,0.03,2.41,0.12,0.13,56.2,15.4,76.1,26.7,85.2,86.2,1.25,0.07,100,18,4,16,0.23,,,,4.5,36,8.2,,,,2.13,3.5,0.01,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.5,0.86,0.04,1.82,0.12,0.16,45.8,10.8,72.1,38.9,70.8,117.7,1.58,0.05,100,15,2,9,0.16,,,,4.2,34,8.4,,,,2.11,0.13,0.01,0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,6.4,0.31,0.03,0.93,0.05,0.08,17.3,2.9,51.2,14,24.1,48.9,0.66,0.07,100,31,5,12,0.27,,,,3.1,16,8.8,,,,2.12,0.27,0.11,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.5,8.2,0.16,0.06,1.02,0.06,0.1,8.9,2.2,42,12,19.8,28,0.24,0.2,10,15,7,9,1.29,,,,3.6,,4,,,,,0.01,,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.9,0.88,0.06,0.19,0.23,0.42,18.1,6.4,63,19.8,110,63.3,4.51,0.3,190,29,15,31,0.75,,,,7.12,,6.5,,,,,0.39,0.0078,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6.1,0.15,0.03,0.91,0.05,0.11,13.4,2.6,50,8.4,26.2,33.5,1.02,0.05,10,17,5,20,1.43,,,,3.4,,3.6,,,,2.08,0.09,0.03,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.5,0.2,0.09,0.76,0.05,0.12,39,5.2,58,17.4,45.4,86,2.28,0.09,20,150,12,28,3.56,,,,3.6,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,0.2,0.09,0.76,0.05,0.12,39,5.2,58,17.4,45.4,86,2.4,0.11,10,18,10,29,5.56,,,,3.6,,4.9,,,,,0.14,0.02,0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,6.3,0.17,0.06,1,0.05,0.13,19.1,2.8,48,10.8,30,39,0.83,0.02,20,14,7,22,7.07,,,,3.4,,3.5,,,,1.95,0.0045,0.0045,0.05,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,6.3,0.05,0.06,1.21,0.05,0.15,18.4,2.8,46,12,18.4,30,0.85,0.03,10,13,6,20,5.26,,,,3.1,,3.6,,,,2.12,0.0078,0.0078,0.05,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,101.7,43.9,29.8,41.38,0.65,,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,39,33.1,20.9,42.83,0.12,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,101.6,43.6,19.5,37.49,0.59,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,52,38.3,22.1,37.04,0.56,,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,71.9,39.4,22,61.5,0.56,,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,104.7,46.4,49.7,36.2,1.59,,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.4,6.8,0.17,0.05,1.3,0.06,0.09,12.4,2.3,43.9,12.6,17.7,40.4,0.23,0.03,16,17,9,18,1.16,,,,7.1,17.9,8.1,,,,1.7,,,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.4,6.6,0.46,0.06,1.54,0.06,0.08,14.4,3.5,49.5,17.5,28.9,30.1,0.29,0.04,40,9,9,26,0.83,,,,4,18,6.9,,,,2.1,,,0.04,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.8,0.56,0.05,3.2,0.14,0.19,45.8,7.4,68,17.2,78,65,0.92,0.06,373,20,12,50,2.28,,,,4.8,16.5,9.9,,,,,,,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,0.8,0.01,1.81,0.09,0.1,40.5,6.8,90.9,15.1,72.4,63.5,2.01,0.08,60,106,19,30,0.83,,,,4.9,19,7.6,,,,2.13,,,0.07,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.7,0.4,0.02,1.41,0.03,0.08,24.8,5.6,78.5,20.2,43.6,58.2,2.01,0.09,22,20,19,48,1.1,,,,3.6,26,8.7,,,,2.16,,,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.5,6.5,0.33,0.06,0.86,0.06,0.08,18.6,4.4,74.4,22.6,36.2,45,1.35,0.09,18,9,9,33,1.94,,,,2.6,16,6.2,,,,2.04,,,0.01,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.4,0.8,0.03,1.51,0.05,0.07,20.4,3.6,50.5,25.7,35.1,48.6,1.14,0.04,25,67.67,22.62,30.8,25.86,,,,3.9,28,5.8,,0.03,,1.97,0.03,0.008,0.04,0.01,139,0.08,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.5,5.6,0.4,0.04,1.37,0.07,0.1,20.2,4.8,62,15.1,43.5,47.1,1.12,0.07,32,13,5,28,1.37,,,,3.1,19,7,,,,2.06,,,0.17,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,84.8,45.9,26.9,35.83,0.52,,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48.2,46.7,13.8,38.72,0.72,,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,87.3,50,24.9,54.03,1.71,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,107.3,45.3,44.4,53.51,3.27,,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,79.1,42.1,18,34.92,0.39,,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,61.7,45.4,25.3,43.07,0.93,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.5,6.9,0.18,0.05,1.3,0.04,0.08,12.2,3.4,55,9.6,25.5,36.5,0.21,0.02,12,8,8,35,0.78,,,,3.1,14,3.2,,,,,,,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.3,1.59,0.05,0.86,0.07,0.23,25.8,4.2,59,11.4,74,56,0.67,0.06,18,17,18,25,1.5,,,,7.54,25.8,7.7,,,,,,,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,6,0.21,0.08,0.9,0.06,0.1,12.1,3.3,55,8.4,30,36.4,0.22,0.02,9,11,7,26,0.95,,,,3.5,14.5,3.4,,,,2.11,,,0.19,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.4,0.9,0.12,1.37,0.03,0.06,52.2,6.1,64,12,76,61,2.53,1.05,45,57,14,33,4.53,,,,6.4,19.2,6.5,,,,,,,0.05,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.8,0.29,0.05,0.83,0.04,0.1,41.2,7,61,15.6,53.2,86,1.89,0.21,15,18,9,20,1.64,,,,4.1,18,5.1,,,,,,,0.16,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.5,6.3,0.2,0.08,0.8,0.05,0.07,22.3,3.9,55,11.4,41.1,44.2,1.7,0.14,12,14,8,20,1.54,,,,3.5,16,3.5,,,,2.07,,,0.07,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,6.3,0.19,0.06,0.79,0.05,0.08,21,3.8,55,11.4,41,42.5,1.1,0.07,13,11,7,19,1.29,,,,3.4,17.5,3.6,,,,2.05,,,0.15,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.2,6.6,0.1,0.04,1.51,0.03,0.05,12.5,2.4,54.4,9.8,23.1,31.9,0.28,0.05,51,5,6,24,0.77,,,,5.4,11.6,6.4,,,,2,0.54,0.07,0.02,0.02,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,7.5,0.34,0.02,1.38,0.07,0.1,16.2,3.2,59.5,19.2,28.9,49.5,0.45,0.07,28,17,7,33,1.22,,,,4.3,19,7,,,,2.14,,,0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.8,2.4,0.08,4.6,0.18,0.21,58.8,7.9,87,19.6,108,74,0.8,0.06,147,23,15,28,3.02,,,,8.4,20.4,11.6,,,,2.2,,,0.09,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.5,0.57,0.02,3.87,0.05,0.08,20.4,3.8,75,24.1,35.5,50.2,1.25,0.22,52,20,12,45,1.87,,,,4.7,25,9.1,,,,2.17,,,0.19,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.3,1.1,0.01,3.84,0.22,0.28,35.8,6.4,119,25.7,78.1,50.1,1.42,0.31,24,20,18,17,1.15,,,,4.3,26,8.8,,,,2.14,,,0.18,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,6.8,0.42,0.03,1.26,0.05,0.07,23.6,3.9,58.6,19.5,49.7,58.1,1.34,0.07,24,13,10,33,0.89,,,,2.9,18,7.8,,,,2.22,,,0.55,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.5,6.2,0.44,0.02,1.76,0.05,0.07,22,4.2,60.9,20.5,46.8,52.6,0.89,0.05,27,17,9,25,0.93,,,,3,21,7.3,,,,2,,,0.33,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,8.8,0.11,0.02,1.25,0.04,0.06,14.2,3.8,49,14.4,22,37,0.41,0.01,24,16,12,23,0.9,,,,3.4,10.5,3.2,,,,,0.42,0.02,0.01,0.03,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.7,1.8,0.01,0.43,0.02,0.04,29.4,5.2,75,24.6,130.4,53,0.78,0.12,36,8,20,87,1.17,,,,5.82,25,7.7,,,,,16,1.1,0.17,0.14,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,8.4,0.2,0.04,1.52,0.04,0.06,14.1,3.6,54,19.2,42.5,44,0.55,0.05,22,21,12,20,1.28,,,,3.6,13.9,4.3,,,,2.07,0.12,0.02,0.24,0.08,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.8,0.32,0.03,1.2,0.05,0.07,58.6,6.5,65,20.4,76.6,64.8,4.25,0.21,80,19,31,21,1.02,,,,7,18,6.7,,,,,16,0.24,0.85,1.03,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.8,0.28,0.04,1.4,0.06,0.09,47.3,7.5,66,21.6,72.3,90.4,2.01,0.24,380,17,16,31,1.22,,,,6.2,17.5,5.4,,,,,0.4,0.18,0.48,0.33,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,8.4,0.25,0.03,1.57,0.05,0.08,24.3,4,56,16.8,41.1,51.2,0.92,0.08,36,25,14,51,1.36,,,,3.9,15.2,4.3,,,,2.05,0.62,0.45,0.14,0.05,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.5,8.4,0.2,0.03,1.49,0.05,0.07,23,3.9,56,16.8,41.1,48.1,0.59,0.06,28,10,13,29,1.35,,,,3.5,17.7,4.3,,,,2.03,2.8,0.03,0.29,0.49,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.5,9.3,0.12,0.02,1.78,0.08,0.11,18.9,3.3,44.9,13.6,15.2,23.2,0.42,0.09,298,22,8,26,1.13,,,,4.1,10.5,5.2,,,,1.8,,,0.16,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.4,5.5,0.03,1.05,0.04,0.07,33.2,6.4,70,24,57,87,0.27,0.09,465,34,20,47,5.07,,,,7.7,25.6,9.8,,,,,,,0.43,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6,9.4,0.84,0.02,1.66,0.08,0.1,20.4,3.8,61,18.7,35.5,57.3,0.42,0.06,17,37,7,36,5.99,,,,4.8,20,7.7,,,,2.07,16,1.1,0.16,0.02,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.5,2.61,0.04,2.27,0.07,0.08,58.8,7.4,113,13.1,99.4,75.4,7.46,0.43,0.05,71,20,57,3.81,,,,5.2,56,12.7,,,,2.23,16,0.81,0.04,0.02,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.6,1.38,0.02,3.02,0.06,0.07,29.8,3.6,152.4,31.6,63.9,221.1,2.48,0.19,34,43,14,23,4.17,,,,5.3,48,10.5,,,,2,5.4,1.7,1.86,0.13,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.5,8,0.87,0.03,1.76,0.03,0.05,14.6,2.6,55,28.4,28.4,50.4,1.42,0.08,21,35,8,24,2.3,,,,3.4,25,7.6,,,,2.1,0.13,0.13,0.28,0.03,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9.5,0.99,0.04,1.95,0.04,0.05,12.8,2,51,38.1,21.3,41.1,1.38,0.09,12,42,8,15,1.97,,,,3.9,35,7.7,,,,2.18,0.02,0.02,0.27,0.01,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.2,9.4,0.33,0.02,1.82,0.05,0.07,18.2,3,53,11.6,19.9,31.5,0.5,0.06,25,23,4,20,17.83,,,,5.1,11.4,7.1,,,,1.7,,,0.12,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
